"filename", "language", "TypeScript", "HTML", "JSON", "JavaScript JSX", "CSS", "XML", "JavaScript", "JSON with Comments", "Markdown", "Properties", "comment", "blank", "total"
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/index.html", "HTML", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/package-lock.json", "JSON", 0, 0, 5222, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5223
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/package.json", "JSON", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/public/images/vite.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/App.css", "CSS", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 6, 43
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/App.jsx", "JavaScript JSX", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 15, 18, 96
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/Departments/department.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/Designations/designation.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/calendar.svg", "XML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 7
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/camera.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/chevron-down.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/eye-off.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/eye.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/file.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/loader.svg", "XML", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 11
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/lock.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/plus-white.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/plus.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/dashboard-unselected.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/dashboard.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/departments-unselected.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/departments.svg", "XML", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/designations-unselected.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/designations.svg", "XML", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/employees-unselected.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/employees.svg", "XML", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/sidenav/logout.svg", "XML", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/Icons/user.svg", "XML", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/assets/react.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/ActivityIndicator.jsx", "JavaScript JSX", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Avatar.jsx", "JavaScript JSX", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 3, 4, 33
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/AvatarInput.jsx", "JavaScript JSX", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 5, 5, 64
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Breadcrumb/Breadcrumb.jsx", "JavaScript JSX", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Breadcrumb/BreadcrumbItem.jsx", "JavaScript JSX", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 2, 25
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Buttons/FilledButton.jsx", "JavaScript JSX", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 2, 33
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Buttons/GhostButton.jsx", "JavaScript JSX", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 3, 40
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/CheckBox.jsx", "JavaScript JSX", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 1, 4, 44
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/DatePicker.jsx", "JavaScript JSX", 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 16, 8, 103
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/FileField.jsx", "JavaScript JSX", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 9, 7, 81
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/HoverInfo.jsx", "JavaScript JSX", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/LabeledText.jsx", "JavaScript JSX", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Noti/NotiCard.jsx", "JavaScript JSX", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 6, 61
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Noti/NotiStackView.jsx", "JavaScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 2, 22
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/Noti/NotiSystem.jsx", "JavaScript JSX", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 3, 5, 28
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/SelectBox.jsx", "JavaScript JSX", 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 8, 8, 131
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/SideNavItem.jsx", "JavaScript JSX", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 7, 41
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/components/TextField.jsx", "JavaScript JSX", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 12, 8, 92
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/configs/api.config.ts", "TypeScript", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 179, 29, 309
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/AuthStateContext.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 42
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/statistics/useEffectAllDepartmentData.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/statistics/useEffectAllDesignationData.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllAttendanceRecords.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 34
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllAttendanceRequests.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 35
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllLeaveRequests.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 35
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllLeaveTypes.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllManagers.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 37
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllOvertimeRequests.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 35
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllUserShifts.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 34
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useAllUsersOnLeave.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 34
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/frontend/src/hooks/useEffectAllDepartments.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
